141,800,20
151,791,20
156,788,20
160,784,20
165,772,20
166,740,20
166,721,20
155,686,20
145,664,20
140,656,20
85,629,20
63,618,20
31,585,20
17,551,20
16,538,20
24,511,20
30,498,20
32,494,20
33,490,20
36,486,20
39,482,20
47,473,20
57,464,20
62,458,20
70,452,20
74,449,20
79,445,20
86,438,20
90,433,20
99,424,20
109,413,20
109,412,20
109,408,20
109,405,20
109,403,20
114,398,20
116,396,20
118,392,20
121,385,20
124,382,20
130,375,20
134,370,20
134,368,20
134,371,20
134,379,20
136,409,20
136,432,20
137,485,20
148,542,20
156,575,20
169,635,20
169,660,20
169,708,20
166,731,20
164,770,20
166,796,20
154,798,20
159,784,20
173,740,20
178,719,20
186,675,20
186,624,20
187,602,20
190,569,20
197,546,20
201,538,20
201,530,20
200,523,20
199,520,20
197,515,20
197,514,20
196,514,20
191,517,20
187,521,20
182,535,20
180,544,20
173,568,20
170,621,20
168,648,20
167,699,20
167,744,20
167,765,20
165,793,20
