97,800,20
101,796,20
106,788,20
111,775,20
118,767,20
131,754,20
135,748,20
146,737,20
156,727,20
160,722,20
173,707,20
198,680,20
215,666,20
257,643,20
290,620,20
304,609,20
332,587,20
341,579,20
354,569,20
361,564,20
363,561,20
367,559,20
371,555,20
373,552,20
378,548,20
383,544,20
385,541,20
394,532,20
401,526,20
413,514,20
425,503,20
428,498,20
433,494,20
432,494,20
430,494,20
423,497,20
419,499,20
408,503,20
403,505,20
393,509,20
388,512,20
387,512,20
386,512,20
383,514,20
382,514,20
381,514,20
380,514,20
378,514,20
376,514,20
373,514,20
370,514,20
357,513,20
338,513,20
333,513,20
319,515,20
313,517,20
311,518,20
308,519,20
310,519,20
313,517,20
318,514,20
319,514,20
323,512,20
324,511,20
325,511,20
326,510,20
328,509,20
330,507,20
338,501,20
344,498,20
352,494,20
353,490,20
354,490,20
353,491,20
351,492,20
346,495,20
343,499,20
341,500,20
339,502,20
338,505,20
337,507,20
337,509,20
336,509,20
336,509,0
335,505,0
333,502,0
326,494,0
321,490,0
313,484,0
307,478,0
303,474,0
291,467,0
286,464,0
277,460,0
271,457,0
268,457,0
263,454,0
253,452,0
239,451,0
196,455,0
164,460,0
149,462,0
125,466,0
109,469,0
105,472,0
99,475,0
93,478,0
61,492,0
32,507,0
25,511,0
16,519,0
13,521,0
11,524,0
8,532,0
4,540,0
3,543,0
0,550,0
0,554,0
0,558,0
0,565,0
0,570,0
0,579,0
0,588,0
0,593,0
0,600,0
1,608,0
2,612,0
3,620,0
3,625,0
4,635,0
5,642,0
6,646,0
8,655,0
9,662,0
11,666,0
12,670,0
13,670,0
13,672,0
15,674,0
17,675,0
22,679,0
32,683,0
34,685,0
43,690,0
46,692,0
56,697,0
71,703,0
78,705,0
93,712,0
99,715,0
101,715,0
105,715,0
108,716,0
109,716,0
113,716,0
115,716,0
116,717,0
120,719,0
123,720,0
129,721,0
135,722,0
139,723,0
147,725,0
156,727,0
159,728,0
165,729,0
170,730,0
173,730,0
178,730,0
181,730,0
187,730,0
192,730,0
194,730,0
201,730,0
214,730,0
222,730,0
238,729,0
248,726,0
253,724,0
263,720,0
268,718,0
276,713,0
284,710,0
287,709,0
292,706,0
298,704,0
300,701,0
304,699,0
308,697,0
309,696,0
313,695,0
315,692,0
322,689,0
324,686,0
331,681,0
338,675,0
344,670,0
348,667,0
353,661,0
358,655,0
361,651,0
367,643,0
369,639,0
374,630,0
378,623,0
380,618,0
383,610,0
388,600,0
389,595,0
391,586,0
393,580,0
395,576,0
395,572,0
395,568,0
395,566,0
395,563,0
395,562,0
395,560,0
395,557,0
395,555,0
393,550,0
392,545,0
390,542,0
388,539,0
387,535,0
385,533,0
382,528,0
380,526,0
376,521,0
373,517,0
371,515,0
366,510,0
364,509,0
363,508,0
359,505,0
355,502,0
353,500,0
348,498,0
345,497,0
342,495,0
338,493,0
336,492,0
333,490,0
331,490,0
329,489,0
323,486,0
321,485,0
320,485,0
318,485,0
316,488,20
315,491,20
312,498,20
308,500,20
290,512,20
262,530,20
244,541,20
208,562,20
198,570,20
197,571,20
196,571,20
194,572,20
192,574,20
189,575,20
184,577,20
179,579,20
176,579,20
165,580,20
160,580,20
149,580,20
144,580,20
142,580,20
137,579,20
134,578,20
131,578,20
126,576,20
124,575,20
117,574,20
111,572,20
109,572,20
106,571,20
101,570,20
99,570,20
94,570,20
93,570,20
93,569,20
92,569,20
91,569,20
90,567,20
89,566,20
89,564,20
89,563,20
88,561,20
88,559,20
87,558,20
87,555,20
86,554,20
86,553,20
86,551,20
86,550,20
86,549,20
86,549,0
85,549,20
88,548,20
113,549,20
130,549,20
133,549,20
141,549,20
148,549,20
153,549,20
163,549,20
167,548,20
172,546,20
174,546,20
176,545,20
182,545,20
187,545,20
188,545,20
189,545,20
190,545,20
192,545,20
194,546,20
200,547,20
203,548,20
210,549,20
216,550,20
219,551,20
224,552,20
230,554,20
232,554,20
237,556,20
241,557,20
242,558,20
243,558,20
244,558,20
245,558,20
246,558,20
247,558,20
249,557,20
250,556,20
251,555,20
252,554,20
253,554,20
253,553,20
253,552,20
253,551,20
254,546,20
254,544,20
254,543,20
253,543,20
253,544,20
253,544,0
252,544,20
249,546,20
242,549,20
237,551,20
224,559,20
210,567,20
203,571,20
192,580,20
186,585,20
181,588,20
179,589,20
177,590,20
172,594,20
163,599,20
159,601,20
149,606,20
142,611,20
139,613,20
132,617,20
127,619,20
125,621,20
119,624,20
116,627,20
109,629,20
103,634,20
100,635,20
95,639,20
90,642,20
88,643,20
85,645,20
82,646,20
81,646,20
80,646,20
79,646,20
77,644,20
76,643,20
75,643,20
73,641,20
72,640,20
72,639,20
70,639,20
69,638,20
67,636,20
66,634,20
65,634,20
62,632,20
62,631,20
61,629,20
60,629,20
59,628,20
58,627,20
57,626,20
57,625,20
57,625,0
57,628,0
62,628,0
67,628,0
69,628,0
73,628,0
77,628,0
80,628,0
86,628,0
90,628,0
97,628,0
104,628,0
108,628,0
122,628,0
137,628,0
143,628,0
155,628,0
165,626,0
170,626,0
179,624,0
184,624,0
190,624,0
201,624,0
207,624,0
217,624,0
231,624,0
237,624,0
250,624,0
257,624,0
271,624,0
286,624,0
297,624,0
302,624,0
309,624,0
312,625,0
315,625,0
318,625,0
319,625,0
322,625,0
325,625,0
326,625,0
327,625,0
327,624,20
325,613,20
324,589,20
321,570,20
318,537,20
318,505,20
318,494,20
318,468,20
316,439,20
316,429,20
316,416,20
316,413,20
314,407,20
313,403,20
311,406,20
310,408,20
310,413,20
310,420,20
310,426,20
310,441,20
310,445,20
310,450,20
310,455,20
310,456,20
310,462,20
309,466,20
309,468,20
308,471,20
307,473,20
307,474,20
307,474,0
305,477,0
304,475,0
304,468,0
304,466,0
304,462,0
304,459,0
304,458,0
304,457,0
304,454,0
304,453,0
304,446,0
304,441,0
304,440,0
304,437,0
304,435,0
304,432,0
304,428,0
304,424,0
304,418,0
304,415,0
304,413,0
304,408,0
304,403,0
304,399,0
304,393,0
305,389,0
305,380,0
305,372,0
305,368,0
305,361,0
305,354,0
305,350,0
305,343,0
305,337,0
305,333,0
305,326,0
306,318,0
307,314,0
309,304,0
310,300,0
311,291,0
314,282,0
315,278,0
317,270,0
319,263,0
319,261,0
320,255,0
321,251,0
322,248,0
323,241,0
324,237,0
326,228,0
328,220,0
329,216,0
330,208,0
331,198,0
332,195,0
333,187,0
334,178,0
334,174,0
335,167,0
335,163,0
335,157,0
335,151,0
335,147,0
335,140,0
335,134,0
335,131,0
335,125,0
336,118,0
336,115,0
336,108,0
336,105,0
336,100,0
336,96,0
336,94,0
336,91,0
336,87,0
336,85,0
336,82,0
336,79,0
336,78,0
336,74,0
336,71,0
336,70,0
336,68,0
336,66,0
336,63,0
336,62,0
336,61,0
340,59,0
345,58,0
351,56,0
359,54,0
360,54,0
362,54,0
365,53,0
366,53,0
367,53,0
368,53,0
370,53,0
371,53,0
372,53,0
374,53,0
375,53,0
379,53,0
383,54,0
385,56,0
392,60,0
398,63,0
400,64,0
405,67,0
410,69,0
413,71,0
418,73,0
420,75,0
424,78,0
430,82,0
433,84,0
439,88,0
445,94,0
447,96,0
453,101,0
457,104,0
460,106,0
463,110,0
465,112,0
470,117,0
475,122,0
478,124,0
483,130,0
490,137,0
495,141,0
503,149,0
510,155,0
514,158,0
519,163,0
521,165,0
527,169,0
533,175,0
535,178,0
542,183,0
547,187,0
550,189,0
555,193,0
560,195,0
563,196,0
566,198,0
569,198,0
570,198,0
573,199,0
575,199,0
577,199,0
580,199,0
582,199,0
583,199,0
585,199,0
587,199,0
588,199,0
591,199,0
593,199,0
595,199,0
597,199,0
599,198,0
600,198,0
601,198,0
603,198,0
604,197,0
605,197,0
602,198,0
600,198,0
595,201,0
591,203,0
586,206,0
581,208,0
579,209,0
576,210,0
574,211,0
569,213,0
564,216,0
559,218,0
556,218,0
551,221,0
550,223,0
545,223,0
542,224,0
540,224,0
538,225,0
535,228,0
531,228,0
525,230,0
522,231,0
521,231,0
520,231,0
520,232,0
519,232,0
517,232,0
515,232,0
513,232,0
511,232,0
505,228,0
502,225,0
497,221,0
492,216,0
489,214,0
483,208,0
478,204,0
475,202,0
472,197,0
471,195,0
468,193,0
465,189,0
462,187,0
459,183,0
455,180,0
453,178,0
450,175,0
447,172,0
446,171,0
444,169,0
443,168,0
440,165,0
439,163,0
438,162,0
433,156,0
430,150,0
430,148,0
427,145,0
425,143,0
425,141,0
423,138,0
422,137,0
420,134,0
420,133,0
419,133,0
418,131,0
417,130,0
415,129,0
415,128,0
412,126,0
412,125,0
410,123,0
410,122,0
408,120,0
406,118,0
405,118,0
404,116,0
401,114,0
400,113,0
399,111,0
398,110,0
396,109,0
395,108,0
395,107,0
394,106,0
393,105,0
392,104,0
391,104,0
390,104,0
390,107,0
390,109,0
390,114,0
389,116,0
389,119,0
388,123,0
388,124,0
388,128,0
388,129,0
388,133,0
388,136,0
388,138,0
388,140,0
388,143,0
388,145,0
388,148,0
388,153,0
388,154,0
387,157,0
387,159,0
387,163,0
387,165,0
387,172,0
387,180,0
387,188,0
387,193,0
386,203,0
385,213,0
385,218,0
384,225,0
383,233,0
383,238,0
382,246,0
382,249,0
381,260,0
380,272,0
380,278,0
379,289,0
379,301,0
379,307,0
378,318,0
376,333,0
376,339,0
375,351,0
375,356,0
375,368,0
375,373,0
375,377,0
375,382,0
375,388,0
375,392,0
375,397,0
375,402,0
375,403,0
375,408,0
375,409,0
375,416,0
375,423,0
375,427,0
375,433,0
375,438,0
375,442,0
375,448,0
375,454,0
375,458,0
375,463,0
375,466,0
375,471,0
375,475,0
375,478,0
375,483,0
375,489,0
375,492,0
375,496,0
375,497,0
375,498,0
375,500,0
375,501,0
375,502,0
375,503,0
375,505,0
375,508,0
375,511,0
375,512,0
375,513,0
375,518,0
375,520,0
375,523,0
375,527,0
375,528,0
376,532,0
376,533,0
376,536,0
376,538,0
376,539,0
376,541,0
376,543,0
376,544,0
376,547,0
376,546,20
376,543,20
373,537,20
370,528,20
367,523,20
363,513,20
362,508,20
358,502,20
355,497,20
354,495,20
352,493,20
350,490,20
349,489,20
347,488,20
345,488,20
344,488,20
342,488,20
341,488,20
340,488,20
339,488,20
338,488,20
335,489,20
334,490,20
332,491,20
330,493,20
328,493,20
325,495,20
323,496,20
322,496,20
321,497,20
320,498,20
323,495,20
324,493,20
326,491,20
328,489,20
330,488,20
330,486,20
331,485,20
331,484,20
333,483,20
334,483,20
335,483,20
335,483,0
335,482,0
335,475,0
335,463,0
335,457,0
335,443,0
335,432,0
335,428,0
335,418,0
335,412,0
335,409,0
335,406,0
335,404,0
335,403,0
335,402,0
335,401,0
335,400,0
335,399,0
335,398,0
335,395,0
335,393,0
335,388,0
336,383,0
336,380,0
336,377,0
336,376,0
336,375,0
336,373,0
336,372,0
336,368,0
336,365,0
336,363,0
336,361,0
336,358,0
336,357,0
336,356,0
336,354,0
336,352,0
336,351,0
336,349,0
337,348,0
337,346,0
337,343,0
337,342,0
338,338,0
339,335,0
339,333,0
340,331,0
340,323,0
341,320,0
342,315,0
343,313,0
343,312,0
343,311,0
343,310,0
343,309,0
343,308,0
343,307,0
343,305,0
343,303,0
343,301,0
345,298,0
345,296,0
345,294,0
346,293,0
347,291,0
348,288,0
349,284,0
349,283,0
349,281,0
350,280,0
350,279,0
350,278,0
350,277,0
350,276,0
350,275,0
350,274,0
350,273,0
351,272,0
352,270,0
352,269,0
353,267,0
353,265,0
353,264,0
354,262,0
354,259,0
355,258,0
355,256,0
355,254,0
355,253,0
356,251,0
356,249,0
356,248,0
357,246,0
357,245,0
358,243,0
359,234,0
359,232,0
360,228,0
360,226,0
360,224,0
360,222,0
360,219,0
361,216,0
361,211,0
362,208,0
362,203,0
362,199,0
362,198,0
363,195,0
364,192,0
364,189,0
365,186,0
365,184,0
365,180,0
365,178,0
365,177,0
365,175,0
365,173,0
365,172,0
365,168,0
365,167,0
365,166,0
365,163,0
365,162,0
365,160,0
365,158,0
365,156,0
365,154,0
366,153,0
366,152,0
366,151,0
366,150,0
366,149,0
366,150,20
366,152,20
365,154,20
365,156,20
363,158,20
361,162,20
360,163,20
359,168,20
357,172,20
355,173,20
353,178,20
346,194,20
344,199,20
341,210,20
338,225,20
335,233,20
330,249,20
328,258,20
325,274,20
320,289,20
319,298,20
316,314,20
313,329,20
311,336,20
310,348,20
307,361,20
307,366,20
307,378,20
307,383,20
310,397,20
310,411,20
310,420,20
308,439,20
305,455,20
303,462,20
299,474,20
294,487,20
290,493,20
275,510,20
266,521,20
248,544,20
233,564,20
226,575,20
218,589,20
214,597,20
211,598,20
211,601,20
210,605,20
208,607,20
206,614,20
204,618,20
201,629,20
198,637,20
197,640,20
197,643,20
196,648,20
196,652,20
195,659,20
195,671,20
195,677,20
195,687,20
195,694,20
195,697,20
195,705,20
195,708,20
195,717,20
195,729,20
195,734,20
195,742,20
195,749,20
195,751,20
194,755,20
194,756,20
192,760,20
192,761,20
191,764,20
191,766,20
190,770,20
190,771,20
189,774,20
187,778,20
186,779,20
186,783,20
186,788,20
185,795,20
185,798,20
185,800,20
